normalized_name,ghosh_chemical_name,ghosh_chem_id,ghosh_super_pathway,ghosh_sub_pathway,ghosh_nr_cohorts_present,ghosh_max_missingness,ghosh_percent_missing_MDCS,ghosh_percent_missing_PIVUS,ghosh_percent_missing_POEM,ghosh_percent_missing_SCAPIS_M,ghosh_percent_missing_SCAPIS_U,ghosh_all5_cohorts,ghosh_core_50pct,source_ghosh_2024
3-hydroxyoleoylcarnitine,3-hydroxyoleoylcarnitine,100019801,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Hydroxy),5,14.49676824,14.49676824,1.160862355,3.193612774,8.00871038,6.056959487,TRUE,TRUE,TRUE
trans-2-hexenoylglycine,trans-2-hexenoylglycine,100019884,Lipid,Fatty Acid Metabolism (Acyl Glycine),5,33.51800554,33.51800554,8.789386401,32.53493014,25.23590612,7.942238267,TRUE,TRUE,TRUE
2-hydroxyarachidate,2-hydroxyarachidate*,100019892,Lipid,Fatty Acid	 Monohydroxy,5,100.0,5.632502308,3.814262023,1.397205589,8.613597871,100,TRUE,FALSE,TRUE
3-hydroxyoleate,3-hydroxyoleate*,100019966,Lipid,"Fatty Acid, Monohydroxy",4,100.0,NA,0.165837479,0.798403194,4.887490927,100,FALSE,FALSE,TRUE
lyxonate,lyxonate,100019968,Carbohydrate,Pentose Metabolism,5,3.847084442,2.216066482,0.165837479,3.592814371,3.847084442,1.464099479,TRUE,TRUE,TRUE
dodecenedioate (c12:1-dc),dodecenedioate (C12:1-DC)*,100019972,Lipid,Fatty Acid	 Dicarboxylate,5,4.69392693,2.770083102,2.155887231,4.590818363,4.69392693,2.025671881,TRUE,TRUE,TRUE
hexadecenedioate (c16:1-dc),hexadecenedioate (C16:1-DC)*,100019975,Lipid,Fatty Acid	 Dicarboxylate,5,0.508105492,,,,0.508105492,0.040112314,TRUE,TRUE,TRUE
octadecenedioate (c18:1-dc),octadecenedioate (C18:1-DC),100019978,Lipid,Fatty Acid	 Dicarboxylate,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
heptenedioate (c7:1-dc),heptenedioate (C7:1-DC)*,100019981,Lipid,Fatty Acid	 Dicarboxylate,5,3.878116343,3.878116343,2.32172471,,1.548511977,0.300842359,TRUE,TRUE,TRUE
octadecadienedioate (c18:2-dc),octadecadienedioate (C18:2-DC)*,100019982,Lipid,Fatty Acid	 Dicarboxylate,5,1.015697138,1.015697138,,,0.096781999,0.080224629,TRUE,TRUE,TRUE
glucuronide of c10h18o2 (1),glucuronide of C10H18O2 (1)*,100019990,Partially Characterized Molecules,Partially Characterized Molecules,4,78.41761432,NA,74.62686567,75.249501,78.41761432,67.89009226,FALSE,FALSE,TRUE
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-cmpfp),3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,100020004,Lipid,Fatty Acid	 Dicarboxylate,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
glucuronide of c10h18o2 (7),glucuronide of C10H18O2 (7)*,100020014,Partially Characterized Molecules,Partially Characterized Molecules,5,37.3253493,29.17820868,34.16252073,37.3253493,31.81708202,26.8752507,TRUE,TRUE,TRUE
3-hydroxystachydrine,3-hydroxystachydrine*,100020203,Xenobiotics,Food Component/Plant,5,20.35928144,6.371191136,13.10116086,20.35928144,17.88047423,20.0762134,TRUE,TRUE,TRUE
n-acetyl-2-aminooctanoate,N-acetyl-2-aminooctanoate*,100020204,Lipid,Fatty Acid	 Amino,5,0.048390999,,,,0.048390999,0.020056157,TRUE,TRUE,TRUE
hydroxyasparagine,hydroxyasparagine**,100020205,Amino Acid,Alanine and Aspartate Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
perfluorooctanoate (pfoa),perfluorooctanoate (PFOA),100020208,Xenobiotics,Chemical,5,0.598802395,0.55401662,,0.598802395,0.435518993,0.100280786,TRUE,TRUE,TRUE
carboxyibuprofen glucuronide,carboxyibuprofen glucuronide*,100020212,Xenobiotics,Drug - Analgesics	 Anesthetics,3,98.61495845,98.61495845,NA,NA,96.10452456,96.3898917,FALSE,FALSE,TRUE
glyco-beta-muricholate,glyco-beta-muricholate**,100020214,Lipid,Primary Bile Acid Metabolism,5,42.51497006,33.97968606,30.18242123,42.51497006,28.35712557,22.10188528,TRUE,TRUE,TRUE
n n n-trimethyl-alanylproline betaine (tmap),N N N-trimethyl-alanylproline betaine (TMAP),100020217,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.27700831,0.27700831,,,,0.020056157,TRUE,TRUE,TRUE
3-formylindole,3-formylindole,100020219,Xenobiotics,Food Component/Plant,5,0.140393101,,,,,0.140393101,TRUE,TRUE,TRUE
gamma-glutamylcitrulline,gamma-glutamylcitrulline*,100020241,Peptide,Gamma-glutamyl Amino Acid,5,0.060168472,,,,0.0241955,0.060168472,TRUE,TRUE,TRUE
n4-acetylsulfamethoxazole,N4-acetylsulfamethoxazole*,100020243,Xenobiotics,Drug - Antibiotic,3,99.97994384,97.322253,NA,NA,99.24993951,99.97994384,FALSE,FALSE,TRUE
glycine conjugate of c10h14o2 (1),glycine conjugate of C10H14O2 (1)*,100020254,Partially Characterized Molecules,Partially Characterized Molecules,5,1.604492579,0.646352724,0.497512438,0.199600798,0.459714493,1.604492579,TRUE,TRUE,TRUE
glutamine conjugate of c7h12o2,glutamine conjugate of C7H12O2*,100020259,Partially Characterized Molecules,Partially Characterized Molecules,5,1.645293975,1.015697138,,0.598802395,1.645293975,0.58162856,TRUE,TRUE,TRUE
glutamine conjugate of c6h10o2 (1),glutamine conjugate of C6H10O2 (1)*,100020261,Partially Characterized Molecules,Partially Characterized Molecules,5,0.629082991,0.0923,,,0.629082991,0.040112314,TRUE,TRUE,TRUE
glutamine conjugate of c6h10o2 (2),glutamine conjugate of C6H10O2 (2)*,100020262,Partially Characterized Molecules,Partially Characterized Molecules,5,8.587257618,8.587257618,,0.199600798,0.532300992,0.040112314,TRUE,TRUE,TRUE
dihydroferulic acid sulfate,dihydroferulic acid sulfate,100020272,Xenobiotics,Food Component/Plant,5,69.34430196,54.38596491,50.4145937,65.26946108,69.34430196,48.99719214,TRUE,FALSE,TRUE
valproic acid glucuronide,valproic acid glucuronide,100020273,Xenobiotics,Drug - Neurological,2,99.89971921,NA,NA,NA,99.7822405,99.89971921,FALSE,FALSE,TRUE
sphingomyelin (d17:1/14:0 d16:1/15:0),sphingomyelin (d17:1/14:0 d16:1/15:0)*,100020276,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
tetradecadienoate (14:2),tetradecadienoate (14:2)*,100020343,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,0.184672207,0.184672207,,,,0.040112314,TRUE,TRUE,TRUE
8-methoxykynurenate,8-methoxykynurenate,100020360,Amino Acid,Tryptophan Metabolism,5,37.58079409,37.58079409,14.26202322,36.32734531,7.669973385,31.32771761,TRUE,TRUE,TRUE
3-amino-2-piperidone,3-amino-2-piperidone,100020361,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
n n-dimethylalanine,N N-dimethylalanine,100020371,Amino Acid,Alanine and Aspartate Metabolism,5,1.662049861,1.662049861,,,,0.782190132,TRUE,TRUE,TRUE
3-indoleglyoxylic acid,3-indoleglyoxylic acid,100020372,Xenobiotics,Food Component/Plant,5,1.754385965,1.754385965,0.165837479,,0.387127994,0.481347774,TRUE,TRUE,TRUE
"2,2'-methylenebis(6-tert-butyl-p-cresol)","2,2'-Methylenebis(6-tert-butyl-p-cresol)",100020373,Xenobiotics,Chemical,2,100.0,NA,NA,NA,61.26300508,100,FALSE,FALSE,TRUE
ethyl beta-glucopyranoside,ethyl beta-glucopyranoside,100020377,Xenobiotics,Food Component/Plant,5,1.282361481,1.108033241,0.663349917,0.598802395,1.282361481,0.80224629,TRUE,TRUE,TRUE
2-hydroxysebacate,2-hydroxysebacate,100020378,Lipid,Fatty Acid	 Dicarboxylate,5,54.89021956,7.57156048,36.98175788,54.89021956,22.40503266,9.105495387,TRUE,FALSE,TRUE
ascorbic acid 3-sulfate,ascorbic acid 3-sulfate*,100020409,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,5,0.072586499,,,,0.072586499,0.040112314,TRUE,TRUE,TRUE
3-hydroxyhippurate sulfate,3-hydroxyhippurate sulfate,100020410,Xenobiotics,Benzoate Metabolism,5,46.30738523,27.70083102,24.04643449,46.30738523,39.14831841,22.04171681,TRUE,TRUE,TRUE
6-bromotryptophan,6-bromotryptophan,100020414,Amino Acid,Tryptophan Metabolism,5,0.0923,0.0923,,,,0.020056157,TRUE,TRUE,TRUE
n6 n6-dimethyllysine,N6 N6-dimethyllysine,100020417,Amino Acid,Lysine Metabolism,5,0.165837479,,0.165837479,,,0.040112314,TRUE,TRUE,TRUE
1-carboxyethylphenylalanine,1-carboxyethylphenylalanine,100020419,Amino Acid,Phenylalanine Metabolism,5,0.165837479,0.0923,0.165837479,,0.048390999,0.040112314,TRUE,TRUE,TRUE
1-carboxyethyltyrosine,1-carboxyethyltyrosine,100020421,Amino Acid,Tyrosine Metabolism,5,66.66666667,38.13481071,26.69983416,66.66666667,41.08395838,15.98475732,TRUE,FALSE,TRUE
1-carboxyethylvaline,1-carboxyethylvaline,100020423,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,1.990049751,0.55401662,1.990049751,1.796407186,1.621098476,0.401123145,TRUE,TRUE,TRUE
1-carboxyethylleucine,1-carboxyethylleucine,100020425,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,19.96007984,5.909510619,4.809286899,19.96007984,8.492620373,1.243481749,TRUE,TRUE,TRUE
1-carboxyethylisoleucine,1-carboxyethylisoleucine,100020427,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,28.54291417,18.19021237,8.291873964,28.54291417,17.05782724,3.730445247,TRUE,TRUE,TRUE
dodecadienoate (12:2),dodecadienoate (12:2)*,100020478,Lipid,Fatty Acid	 Dicarboxylate,5,0.184672207,0.184672207,,,,0.040112314,TRUE,TRUE,TRUE
indoleacetoylcarnitine,indoleacetoylcarnitine*,100020479,Amino Acid,Tryptophan Metabolism,5,61.79302046,1.754385965,8.789386401,2.395209581,0.943624486,61.79302046,TRUE,FALSE,TRUE
n-acetyl-isoputreanine,N-acetyl-isoputreanine,100020487,Amino Acid,Polyamine Metabolism,5,0.060168472,,,,,0.060168472,TRUE,TRUE,TRUE
glucuronide of piperine metabolite c17h21no3 (4),glucuronide of piperine metabolite C17H21NO3 (4)*,100020492,Xenobiotics,Food Component/Plant,5,12.7694859,10.24930748,12.7694859,10.17964072,5.637551415,4.312073807,TRUE,TRUE,TRUE
glucuronide of piperine metabolite c17h21no3 (5),glucuronide of piperine metabolite C17H21NO3 (5)*,100020493,Xenobiotics,Food Component/Plant,5,30.74792244,30.74792244,22.71973466,21.35728543,18.92088072,10.12835941,TRUE,TRUE,TRUE
sulfate of piperine metabolite c16h19no3 (2),sulfate of piperine metabolite C16H19NO3 (2)*,100020496,Xenobiotics,Food Component/Plant,5,11.17266851,11.17266851,6.965174129,4.99001996,4.718122429,1.484155636,TRUE,TRUE,TRUE
sulfate of piperine metabolite c16h19no3 (3),sulfate of piperine metabolite C16H19NO3 (3)*,100020497,Xenobiotics,Food Component/Plant,5,15.92039801,11.08033241,15.92039801,11.77644711,8.734575369,3.469715203,TRUE,TRUE,TRUE
sulfate of piperine metabolite c18h21no3 (1),sulfate of piperine metabolite C18H21NO3 (1)*,100020502,Xenobiotics,Food Component/Plant,5,26.53399668,17.91320406,26.53399668,13.97205589,15.92063876,3.790613718,TRUE,TRUE,TRUE
sulfate of piperine metabolite c18h21no3 (3),sulfate of piperine metabolite C18H21NO3 (3)*,100020504,Xenobiotics,Food Component/Plant,5,31.67495854,25.66943675,31.67495854,14.97005988,18.84829422,6.97954272,TRUE,TRUE,TRUE
n-acetylhomocitrulline,N-acetylhomocitrulline,100020513,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,100.0,35.64173592,30.51409619,59.88023952,23.75998064,100,TRUE,FALSE,TRUE
n-acetyltheanine,N-acetyltheanine,100020514,Xenobiotics,Food Component/Plant,3,98.89196676,98.89196676,NA,NA,1.137188483,2.406738869,FALSE,FALSE,TRUE
2-naphthol sulfate,2-naphthol sulfate,100020515,Xenobiotics,Chemical,5,20.89552239,5.355493998,20.89552239,9.381237525,7.548995887,1.38387485,TRUE,TRUE,TRUE
(2 4 or 2 5)-dimethylphenol sulfate,(2 4 or 2 5)-dimethylphenol sulfate,100020519,Xenobiotics,Food Component/Plant,5,62.2754491,13.01939058,57.37976783,62.2754491,51.92354222,37.88608103,TRUE,FALSE,TRUE
4-ethylcatechol sulfate,4-ethylcatechol sulfate,100020536,Xenobiotics,Benzoate Metabolism,5,1.112992983,0.461680517,0.331674959,0.598802395,1.112992983,0.922583233,TRUE,TRUE,TRUE
11beta-hydroxyandrosterone glucuronide,11beta-hydroxyandrosterone glucuronide,100020541,Lipid,Androgenic Steroids,5,2.770083102,2.770083102,1.658374793,0.199600798,0.362932495,0.240673887,TRUE,TRUE,TRUE
11beta-hydroxyetiocholanolone glucuronide,11beta-hydroxyetiocholanolone glucuronide*,100020542,Lipid,Androgenic Steroids,3,18.8365651,18.8365651,NA,NA,10.86377934,6.137184116,FALSE,FALSE,TRUE
n2-acetyl n6 n6-dimethyllysine,N2-acetyl N6 N6-dimethyllysine,100020545,Amino Acid,Lysine Metabolism,5,1.885278781,1.108033241,0.165837479,0.199600798,0.145172998,1.885278781,TRUE,TRUE,TRUE
n2-acetyl n6-methyllysine,N2-acetyl N6-methyllysine,100020546,Amino Acid,Lysine Metabolism,5,1.825110309,0.55401662,0.331674959,0.199600798,0.701669489,1.825110309,TRUE,TRUE,TRUE
deoxycholic acid glucuronide,deoxycholic acid glucuronide,100020550,Lipid,Secondary Bile Acid Metabolism,5,3.970452447,3.970452447,2.32172471,3.193612774,3.000241955,2.246289611,TRUE,TRUE,TRUE
4-allylcatechol sulfate,4-allylcatechol sulfate,100020578,Xenobiotics,Benzoate Metabolism,5,4.975124378,1.569713758,4.975124378,3.193612774,3.31478345,0.561572403,TRUE,TRUE,TRUE
3-hydroxypyridine glucuronide,3-hydroxypyridine glucuronide,100020591,Xenobiotics,Chemical,5,76.53429603,43.39796861,18.24212272,50.499002,38.54343092,76.53429603,TRUE,FALSE,TRUE
4-methylhexanoylglutamine,4-methylhexanoylglutamine,100020631,Lipid,Fatty Acid Metabolism (Acyl Glutamine),5,27.94411178,27.23915051,7.628524046,27.94411178,24.34067263,7.200160449,TRUE,TRUE,TRUE
1-heptadecenoylglycerol (17:1),1-heptadecenoylglycerol (17:1)*,100020769,Lipid,Monoacylglycerol,2,100.0,NA,NA,NA,92.16065812,100,FALSE,FALSE,TRUE
sulfociprofloxacin,sulfociprofloxacin*,100020787,Xenobiotics,Drug - Antibiotic,2,100.0,NA,NA,NA,99.9274135,100,FALSE,FALSE,TRUE
citalopram n-oxide,citalopram N-oxide*,100020792,Xenobiotics,Drug - Psychoactive,3,99.44598338,99.44598338,NA,NA,98.42729252,98.37545126,FALSE,FALSE,TRUE
citalopram propionate,citalopram propionate*,100020793,Xenobiotics,Drug - Psychoactive,5,99.26131117,99.26131117,96.0199005,96.60678643,96.87878055,96.32972323,TRUE,FALSE,TRUE
4-hydroxy duloxetine glucuronide,4-hydroxy duloxetine glucuronide*,100020796,Xenobiotics,Drug - Psychoactive,2,99.5788207,NA,NA,NA,99.39511251,99.5788207,FALSE,FALSE,TRUE
5-hydroxy-6-methoxy duloxetine sulfate,5-hydroxy-6-methoxy duloxetine sulfate*,100020798,Xenobiotics,Drug - Psychoactive,2,99.5788207,NA,NA,NA,99.39511251,99.5788207,FALSE,FALSE,TRUE
n-desalkylquetiapine,N-desalkylquetiapine*,100020805,Xenobiotics,Drug - Psychoactive,3,99.83416252,NA,99.83416252,NA,99.758045,99.75932611,FALSE,FALSE,TRUE
ranitidine n-oxide,ranitidine N-oxide*,100020810,Xenobiotics,Drug - Gastrointestinal,3,99.69915764,99.07663897,NA,NA,99.49189451,99.69915764,FALSE,FALSE,TRUE
10-hydroxywarfarin,10-hydroxywarfarin,100020811,Xenobiotics,Drug - Cardiovascular,5,99.8003992,92.61311173,86.73300166,99.8003992,99.05637551,99.45848375,TRUE,FALSE,TRUE
7-hydroxywarfarin,7-hydroxywarfarin,100020813,Xenobiotics,Drug - Cardiovascular,5,99.8003992,92.61311173,86.73300166,99.8003992,99.05637551,99.47853991,TRUE,FALSE,TRUE
6-hydroxywarfarin,6-hydroxywarfarin,100020814,Xenobiotics,Drug - Cardiovascular,5,99.8003992,92.61311173,86.73300166,99.8003992,99.08057101,99.47853991,TRUE,FALSE,TRUE
glycoursodeoxycholic acid sulfate (1),glycoursodeoxycholic acid sulfate (1),100020819,Lipid,Secondary Bile Acid Metabolism,5,57.78178901,29.17820868,9.618573798,14.17165669,8.299056376,57.78178901,TRUE,FALSE,TRUE
dihydrocaffeate sulfate (2),dihydrocaffeate sulfate (2),100020822,Xenobiotics,Food Component/Plant,5,26.40812558,26.40812558,4.145936982,8.982035928,12.19453182,8.744484557,TRUE,TRUE,TRUE
lithocholate sulfate (1),lithocholate sulfate (1),100020823,Lipid,Secondary Bile Acid Metabolism,5,8.402585411,8.402585411,0.829187396,2.794411178,2.153399468,2.286401925,TRUE,TRUE,TRUE
lithocholic acid sulfate (2),lithocholic acid sulfate (2),100020824,Lipid,Secondary Bile Acid Metabolism,3,52.90858726,52.90858726,NA,NA,35.71255746,49.55876454,FALSE,FALSE,TRUE
3-hydroxyhexanoylcarnitine (1),3-hydroxyhexanoylcarnitine (1),100020825,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Hydroxy),5,0.738688827,0.738688827,,,,0.060168472,TRUE,TRUE,TRUE
3-(methylthio)acetaminophen sulfate,3-(methylthio)acetaminophen sulfate*,100020827,Xenobiotics,Drug - Analgesics	 Anesthetics,5,81.63672655,72.76084949,63.1840796,81.63672655,74.13501089,75.77216205,TRUE,FALSE,TRUE
2-ketocaprylate,2-ketocaprylate,100020833,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,1.477377655,1.477377655,0.165837479,,0.0241955,0.020056157,TRUE,TRUE,TRUE
2 6-dihydroxybenzoic acid,2 6-dihydroxybenzoic acid,100020837,Xenobiotics,Drug - Topical Agents,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
"n,n-dimethyl-5-aminovalerate","N,N-dimethyl-5-aminovalerate",100020842,Amino Acid,Lysine Metabolism,2,57.05976735,NA,NA,NA,42.85022986,57.05976735,FALSE,FALSE,TRUE
3-ethylcatechol sulfate (1),3-ethylcatechol sulfate (1),100020851,Xenobiotics,Food Component/Plant,5,17.56487026,5.078485688,9.784411277,17.56487026,15.94483426,6.799037304,TRUE,TRUE,TRUE
4-acetylcatechol sulfate (1),4-acetylcatechol sulfate (1),100020853,Xenobiotics,Food Component/Plant,5,34.82587065,10.710988,34.82587065,31.93612774,27.19574159,12.03369434,TRUE,TRUE,TRUE
trimethoprim,trimethoprim,100020868,Xenobiotics,Drug - Antibiotic,4,99.97994384,97.4145891,99.83416252,NA,99.8790225,99.97994384,FALSE,FALSE,TRUE
clarithromycin,clarithromycin,100020873,Xenobiotics,Drug - Antibiotic,2,100.0,NA,NA,NA,99.951609,100,FALSE,FALSE,TRUE
glipizide,glipizide,100020884,Xenobiotics,Drug - Metabolic,5,99.8790225,99.81532779,98.34162521,99.8003992,99.8790225,99.63898917,TRUE,FALSE,TRUE
repaglinide,repaglinide,100020886,Xenobiotics,Drug - Metabolic,2,100.0,NA,NA,NA,99.806436,100,FALSE,FALSE,TRUE
montelukast,montelukast,100020892,Xenobiotics,Drug - Respiratory,5,99.9076639,99.9076639,99.83416252,99.8003992,99.6854585,99.47853991,TRUE,FALSE,TRUE
2 3-dihydroxy-5-methylthio-4-pentenoate (dmtpa),2 3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*,100020893,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
tamsulosin,tamsulosin,100020906,Xenobiotics,Drug - Antineoplastic,2,100.0,NA,NA,NA,100,100,FALSE,FALSE,TRUE
fibrinopeptide b (1-13),Fibrinopeptide B (1-13)**,100020908,Peptide,Fibrinogen Cleavage Peptide,3,100.0,67.22068329,NA,NA,87.32155819,100,FALSE,FALSE,TRUE
losartan,losartan,100020909,Xenobiotics,Drug - Cardiovascular,3,99.53831948,99.53831948,NA,NA,96.41906605,95.74809467,FALSE,FALSE,TRUE
emtricitabine,emtricitabine,100020917,Xenobiotics,Drug - Antiviral,2,100.0,NA,NA,NA,99.9758045,100,FALSE,FALSE,TRUE
nevirapine,nevirapine,100020924,Xenobiotics,Drug - Antiviral,2,100.0,NA,NA,NA,99.9758045,100,FALSE,FALSE,TRUE
midazolam,midazolam,100020946,Xenobiotics,Drug - Psychoactive,2,100.0,NA,NA,NA,99.903218,100,FALSE,FALSE,TRUE
5-hydroxy-2-methylpyridine sulfate,5-hydroxy-2-methylpyridine sulfate,100020973,Xenobiotics,Chemical,5,70.45908184,33.61034164,64.67661692,70.45908184,65.47302202,57.56117128,TRUE,FALSE,TRUE
3-hydroxy-2-methylpyridine sulfate,3-hydroxy-2-methylpyridine sulfate,100020975,Xenobiotics,Chemical,5,56.48702595,16.3434903,34.99170813,56.48702595,43.55189935,33.13277176,TRUE,FALSE,TRUE
hydroxypalmitoyl sphingomyelin (d18:1/16:0(oh)),hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,100021000,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
5-hydroxymethyl-2-furoylcarnitine,5-hydroxymethyl-2-furoylcarnitine*,100021012,Xenobiotics,Food Component/Plant,5,56.17729643,27.88550323,26.53399668,38.72255489,29.85724655,56.17729643,TRUE,FALSE,TRUE
branched-chain fatty acid 18:0 (2),branched-chain fatty acid 18:0 (2)**,100021015,Lipid,"Fatty Acid, Branched",2,100.0,NA,NA,NA,49.69755625,100,FALSE,FALSE,TRUE
mercaptopurine,mercaptopurine,100021075,Xenobiotics,Drug - Antineoplastic,2,100.0,NA,NA,NA,99.951609,100,FALSE,FALSE,TRUE
methadone,methadone,100021084,Xenobiotics,"Drug - Analgesics, Anesthetics",2,100.0,NA,NA,NA,99.9758045,100,FALSE,FALSE,TRUE
taurochenodeoxycholic acid 3-sulfate,taurochenodeoxycholic acid 3-sulfate,100021093,Lipid,Secondary Bile Acid Metabolism,5,32.68698061,32.68698061,20.72968491,17.36526946,15.60609727,19.6550341,TRUE,TRUE,TRUE
tetradecadienedioate (c14:2-dc),tetradecadienedioate (C14:2-DC)*,100021100,Lipid,Fatty Acid	 Dicarboxylate,5,9.580838323,3.324099723,2.32172471,9.580838323,2.68570046,2.346570397,TRUE,TRUE,TRUE
pregnenetriol sulfate,pregnenetriol sulfate*,100021103,Lipid,Pregnenolone Steroids,5,0.461680517,0.461680517,0.165837479,,0.096781999,0.060168472,TRUE,TRUE,TRUE
pregnenetriol disulfate,pregnenetriol disulfate*,100021104,Lipid,Pregnenolone Steroids,5,0.738688827,0.738688827,0.331674959,,,0.080224629,TRUE,TRUE,TRUE
eicosenedioate (c20:1-dc),eicosenedioate (C20:1-DC)*,100021105,Lipid,"Fatty Acid, Dicarboxylate",4,45.40713999,NA,10.44776119,4.191616766,2.274376966,45.40713999,FALSE,FALSE,TRUE
hydroxy-n6 n6 n6-trimethyllysine,hydroxy-N6 N6 N6-trimethyllysine*,100021123,Amino Acid,Lysine Metabolism,5,1.103088648,0.646352724,0.331674959,,0.096781999,1.103088648,TRUE,TRUE,TRUE
undecenoylcarnitine (c11:1),undecenoylcarnitine (C11:1),100021131,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
3-hydroxydecanoylcarnitine,3-hydroxydecanoylcarnitine,100021141,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Hydroxy),5,0.165837479,,0.165837479,,,0.020056157,TRUE,TRUE,TRUE
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),100021162,Lipid,Ceramide PEs,5,0.0923,0.0923,,,,0.040112314,TRUE,TRUE,TRUE
picolinoylglycine,picolinoylglycine,100021198,Lipid,Fatty Acid Metabolism (Acyl Glycine),5,16.89750693,16.89750693,0.497512438,0.399201597,0.459714493,0.661853189,TRUE,TRUE,TRUE
acamprosate,Acamprosate,100021200,Xenobiotics,Drug - Neurological,2,100.0,NA,NA,NA,99.903218,100,FALSE,FALSE,TRUE
4-vinylcatechol sulfate,4-vinylcatechol sulfate,100021208,Xenobiotics,Benzoate Metabolism,5,7.30704089,7.202216066,3.648424544,6.786427146,7.30704089,4.552747694,TRUE,TRUE,TRUE
urolithin b glucuronide,Urolithin B glucuronide,100021210,Xenobiotics,Bacterial/Fungal,4,100.0,NA,94.02985075,94.21157685,93.5639971,100,FALSE,FALSE,TRUE
succinoyltaurine,succinoyltaurine,100021220,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,9.787626962,9.787626962,0.165837479,0.399201597,0.629082991,1.604492579,TRUE,TRUE,TRUE
ginkgolic acid c15:1,ginkgolic acid C15:1,100021252,Xenobiotics,Food Component/Plant,4,95.68822554,NA,95.68822554,86.02794411,91.12025163,85.23866827,FALSE,FALSE,TRUE
(15:3)-anacardic acid,(15:3)-anacardic acid,100021253,Xenobiotics,Food Component/Plant,2,100.0,NA,NA,NA,94.04790709,100,FALSE,FALSE,TRUE
3 5-dichloro-2 6-dihydroxybenzoic acid,3 5-dichloro-2 6-dihydroxybenzoic acid,100021324,Xenobiotics,Chemical,5,0.461680517,0.461680517,0.165837479,,0.217759497,0.100280786,TRUE,TRUE,TRUE
metabolonic lactone sulfate,metabolonic lactone sulfate,100021331,Partially Characterized Molecules,Partially Characterized Molecules,5,1.015697138,1.015697138,0.829187396,0.998003992,0.725864989,0.300842359,TRUE,TRUE,TRUE
vanillic acid glycine,vanillic acid glycine,100021363,Xenobiotics,Food Component/Plant,5,41.31736527,18.28254848,39.9668325,41.31736527,39.51125091,13.25711994,TRUE,TRUE,TRUE
2-hydroxy-4-(methylthio)butanoic acid,2-hydroxy-4-(methylthio)butanoic acid,100021372,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.27700831,0.27700831,,,0.0241955,0.040112314,TRUE,TRUE,TRUE
branched chain 14:0 dicarboxylic acid,branched chain 14:0 dicarboxylic acid**,100021374,Lipid,Fatty Acid	 Dicarboxylate,5,3.23176362,3.23176362,0.497512438,0.998003992,1.863053472,0.882470919,TRUE,TRUE,TRUE
pentose acid,pentose acid*,100021467,Partially Characterized Molecules,Partially Characterized Molecules,5,1.477377655,1.477377655,,,1.064601984,0.441235459,TRUE,TRUE,TRUE
1-methyl-5-imidazolelactate,1-methyl-5-imidazolelactate,100021478,Amino Acid,Histidine Metabolism,5,0.829187396,0.0923,0.829187396,,,0.020056157,TRUE,TRUE,TRUE
